filename,distance_km,elevation_gain,elevation_loss,max_elevation,min_elevation,max_slope,mean_slope,pct_over_30,pct_over_40,pct_over_45,mean_aspect,rugosity_mean,exposed_pct,difficulty
"Des Vosges aux PyrÃ©nÃ©es 11, Revel - Mirepoix",64.33,1560.0,1878.0,624.0,129.0,69.47,3.29,0.02,0.01,0.01,201.37,4.26,0.0,moderado
"Des Vosges aux PyrÃ©nÃ©es 12, Mirepoix - Camon",17.4,559.0,500.0,425.0,303.0,42.85,3.63,0.03,0.01,0.0,137.03,4.82,0.0,sendero fácil
"Des Vosges aux PyrÃ©nÃ©es 13, vers le Col de Tougnets",79.63,6638.0,4753.0,2248.0,363.0,85.04,7.01,0.09,0.06,0.05,183.91,9.46,0.0,alta montaña
"Des Vosges aux PyrÃ©nÃ©es 14, Porte de Barboilliere - Portella Blanca d'Andorra",41.67,5415.0,5162.0,2517.0,1313.0,88.31,7.29,0.11,0.09,0.07,228.87,10.12,0.0,alpinismo ligero
"Des Vosges aux PyrÃ©nÃ©es, variante",77.52,7145.0,5348.0,2181.0,351.0,88.39,6.64,0.08,0.06,0.05,174.17,9.1,0.0,alta montaña
D'Estamariu a Bescaran,8.79,1498.0,1498.0,1412.0,1018.0,83.92,9.91,0.16,0.12,0.11,68.06,13.94,0.0,alta montaña
D'Illier Ã  LapÃ¨ge,3.48,567.0,468.0,1048.0,921.0,69.61,11.73,0.16,0.13,0.09,59.58,15.66,0.0,difícil
E01,11.6,1056.0,1224.0,889.0,689.0,79.68,9.61,0.12,0.08,0.06,183.95,13.41,0.0,difícil
E02,15.41,1668.0,973.0,1457.0,668.0,72.0,7.92,0.11,0.06,0.05,171.97,10.63,0.0,difícil
E03,9.4,809.0,1067.0,1429.0,1005.0,83.07,7.46,0.11,0.08,0.06,115.73,10.24,0.0,difícil
E04,15.49,1156.0,1361.0,1684.0,855.0,77.17,6.89,0.1,0.06,0.04,170.82,9.44,0.0,difícil
EBC and Three Passes Trek,117.74,14781.0,13592.0,5524.0,2519.0,86.87,8.86,0.13,0.1,0.08,14.06,12.16,0.0,alpinismo ligero
EBC Three Passes,47.94,4265.0,4658.0,5524.0,3779.0,83.8,7.97,0.11,0.07,0.05,253.66,10.59,0.0,alpinismo ligero
El Anillo de Picos (3 Macizos),129.64,8628.0,8638.0,2273.0,537.0,87.52,4.11,0.06,0.05,0.04,261.06,5.65,0.0,alta montaña
El Anillo de Picos (Anillo Extrem),84.66,5186.0,5693.0,2273.0,537.0,87.52,3.38,0.05,0.04,0.03,214.65,4.67,0.0,alta montaña
El Anillo Vindio,56.89,3921.0,4666.0,2130.0,569.0,87.52,4.94,0.07,0.06,0.05,208.74,6.84,0.0,alta montaña
El Berrocal - Arroyo Higuera,5.66,328.0,273.0,759.0,585.0,59.69,5.85,0.06,0.02,0.01,59.15,7.63,0.0,moderado
El Cable - Refugio de Vega Urriellu,8.02,376.0,121.0,2205.0,1837.0,85.67,1.58,0.02,0.02,0.02,358.21,2.22,0.0,difícil
El Cable - Vega de Liordes,5.98,189.0,74.0,1966.0,1819.0,68.11,1.57,0.02,0.01,0.01,245.28,2.12,0.0,moderado
El CamÃ­ IT1TR3 El CamÃ­ CapÃ§aler: de Salzes a Balaguer,82.95,5467.0,4421.0,1353.0,275.0,86.19,5.06,0.06,0.04,0.04,300.08,6.92,0.0,alta montaña
El CamÃ­ IT1TR4 El CamÃ­ CapÃ§aler: de Salzes a Balaguer,197.68,15262.0,15072.0,1814.0,528.0,86.46,6.33,0.09,0.07,0.06,343.65,8.7,0.0,alta montaña
El CamÃ­ IT1TR5 El CamÃ­ CapÃ§aler: de Salzes a Balaguer,156.41,17460.0,18274.0,2574.0,679.0,87.17,6.94,0.1,0.08,0.07,233.24,9.59,0.0,alta montaña
El CamÃ­ IT1TR6 El CamÃ­ CapÃ§aler: de Salzes a Balaguer,221.74,20418.0,20387.0,1814.0,589.0,87.86,6.72,0.09,0.07,0.06,258.65,9.21,0.0,alta montaña
El CamÃ­ IT7TR3 El CamÃ­ de Llevant: de Montserrat a Salses,92.74,5528.0,5189.0,954.0,147.0,86.31,4.88,0.07,0.04,0.03,326.27,6.66,0.0,difícil
El Carrilet d'Estany Gento,7.54,973.0,966.0,2194.0,2078.0,85.07,7.9,0.12,0.1,0.09,159.5,10.97,0.0,alta montaña
El CinquÃ¨ Llac. Etapa 1 : La Pobla de Segur => Peramea,19.11,2013.0,1654.0,1236.0,533.0,87.19,5.14,0.07,0.06,0.05,33.16,7.18,0.0,alta montaña
El CinquÃ¨ Llac. Etapa 2 : Peramea => Beranui,13.48,1613.0,1501.0,1533.0,820.0,81.73,8.82,0.13,0.09,0.08,302.5,11.86,0.0,alta montaña
El CinquÃ¨ Llac. Etapa 3 : Beranui => Les EsglÃ©sies,21.48,2128.0,2103.0,1280.0,880.0,82.19,7.45,0.11,0.08,0.06,279.71,10.17,0.0,alta montaña
El CinquÃ¨ Llac. Etapa 4 : Les EsglÃ©sies => Senterada,23.66,1931.0,2258.0,1558.0,734.0,82.74,7.25,0.1,0.07,0.06,132.03,9.69,0.0,difícil
El CinquÃ¨ Llac. Etapa 5 : Senterada => La Pobla de Segur,22.09,2052.0,2251.0,1333.0,542.0,86.7,4.94,0.07,0.06,0.05,187.9,6.89,0.0,difícil
el Gran Bucle,144.49,14935.0,15114.0,2603.0,606.0,88.3,7.33,0.1,0.08,0.06,164.84,9.97,0.0,alta montaña
El MeridiÃ  Verd,181.7,12876.0,15190.0,2327.0,9.0,85.07,6.58,0.09,0.06,0.05,179.6,9.06,0.0,alta montaña
El pas del temps: Isil-La Pobla de Segur,10.87,865.0,1081.0,1368.0,955.0,81.03,7.47,0.12,0.08,0.06,151.44,10.39,0.0,difícil
El Roc Perer,4.38,500.0,474.0,1381.0,1136.0,75.3,10.26,0.16,0.12,0.07,241.94,12.85,0.0,difícil
El Sot de l'Infern,3.11,348.0,348.0,940.0,810.0,84.14,8.95,0.13,0.09,0.09,309.72,12.46,0.0,alta montaña
El Torozo,4.58,618.0,58.0,1948.0,1388.0,69.19,5.99,0.1,0.06,0.05,98.91,8.3,0.0,moderado
Elorrieta - Laguna Caballo (Verea CortÃ¡),6.57,699.0,1010.0,3159.0,2807.0,87.68,9.64,0.15,0.11,0.09,234.84,13.2,0.0,alpinismo ligero
Els 7 llacs de ColomÃ¨rs,5.61,600.0,467.0,2239.0,1967.0,83.53,5.89,0.09,0.07,0.06,156.36,7.95,0.0,difícil
Els Barons d'Erill,12.93,1580.0,1552.0,1516.0,1081.0,85.86,6.28,0.1,0.07,0.06,82.6,8.58,0.0,difícil
Els Carantos de Vilaller,4.0,480.0,480.0,1249.0,969.0,81.04,8.19,0.13,0.11,0.09,8.16,11.4,0.0,alta montaña
Els estanys de Manyanet,10.33,2024.0,1290.0,2448.0,1483.0,84.72,7.15,0.1,0.09,0.09,20.38,10.06,0.0,alpinismo ligero
Els Tres Monts,111.88,10283.0,10042.0,1267.0,129.0,86.59,5.98,0.09,0.07,0.06,240.6,8.25,0.0,alta montaña
Encantats,98.05,9608.0,9587.0,2603.0,968.0,87.2,6.78,0.09,0.07,0.06,222.41,9.24,0.0,alta montaña
"Entre antigues parrÃ²quies de GombrÃ¨n, CampdevÃ nol i les Lloses",16.83,1618.0,1618.0,1396.0,866.0,81.4,7.12,0.11,0.09,0.07,44.65,9.85,0.0,difícil
Eriste â€“ Casa de Conques â€“ Anciles,6.54,181.0,165.0,1148.0,1081.0,57.86,2.76,0.02,0.01,0.01,264.26,3.67,0.0,sendero fácil
Espalias,8.21,762.0,762.0,1006.0,638.0,78.64,7.22,0.09,0.08,0.07,3.42,10.16,0.0,difícil
Estana al Coll de la Canal del Cristall,5.55,1233.0,278.0,2490.0,1500.0,84.36,9.12,0.15,0.12,0.1,186.45,12.3,0.0,alpinismo ligero
Estany de MontcortÃ¨s i Bosc Encantat,20.67,1643.0,1612.0,1134.0,801.0,85.07,6.01,0.09,0.07,0.06,323.21,8.45,0.0,difícil
Estanys de la Pera,10.89,783.0,781.0,2435.0,2138.0,83.94,5.59,0.09,0.07,0.06,330.6,7.88,0.0,difícil
Etangs de Fontargente et de l'Estagnol en boucle,13.23,1391.0,1178.0,2166.0,1697.0,86.07,6.65,0.1,0.07,0.06,277.06,9.27,0.0,alta montaña
Etapa 07,14.07,525.0,422.0,644.0,530.0,73.46,3.27,0.05,0.02,0.01,18.39,4.58,0.0,moderado
Etapa 08,14.1,1746.0,1343.0,1048.0,633.0,88.33,4.78,0.07,0.06,0.06,41.47,6.69,0.0,difícil
Etapa 09,8.71,1184.0,908.0,1682.0,960.0,86.3,4.44,0.06,0.05,0.05,25.21,6.22,0.0,difícil
Etapa 10,14.69,1676.0,1924.0,1500.0,925.0,86.36,5.81,0.08,0.07,0.07,31.98,8.11,0.0,difícil
Etapa 11,17.4,1482.0,1870.0,1442.0,824.0,85.37,4.73,0.07,0.06,0.06,299.16,6.62,0.0,difícil
Etapa 12,17.05,1870.0,1680.0,1453.0,844.0,82.19,6.85,0.11,0.09,0.07,98.45,9.36,0.0,difícil
Etapa 13,14.28,1125.0,1401.0,1280.0,733.0,82.19,6.82,0.09,0.06,0.05,138.22,9.38,0.0,difícil
Etapa 14,15.95,1130.0,1251.0,1126.0,621.0,83.78,4.89,0.06,0.05,0.04,102.97,6.76,0.0,difícil
Etapa 15,14.18,1066.0,1007.0,806.0,589.0,79.85,6.33,0.09,0.07,0.06,32.67,8.69,0.0,difícil
Etapa 16,13.8,1920.0,951.0,1651.0,669.0,79.97,8.85,0.12,0.09,0.08,101.17,12.11,0.0,alta montaña
Etapa 17,11.41,989.0,912.0,2071.0,1600.0,80.96,6.31,0.09,0.08,0.07,47.97,8.82,0.0,difícil
Etapa 18,12.06,496.0,1394.0,1763.0,820.0,81.75,5.85,0.09,0.07,0.06,128.5,8.04,0.0,difícil
Etapa 19,18.79,1828.0,1957.0,1099.0,690.0,84.48,6.83,0.1,0.09,0.08,91.37,9.49,0.0,alta montaña
Etapa 20,20.46,1787.0,1139.0,1478.0,675.0,80.72,7.31,0.11,0.07,0.06,112.99,9.75,0.0,difícil
Etapa 21,11.86,1321.0,1147.0,1612.0,1120.0,79.32,9.35,0.15,0.11,0.07,92.2,12.76,0.0,difícil
Etapa 22,19.67,1231.0,1721.0,1518.0,1028.0,73.2,7.4,0.09,0.05,0.03,64.17,10.04,0.0,difícil
Etapa 23,19.35,679.0,557.0,1336.0,1028.0,79.74,4.18,0.03,0.02,0.01,65.73,5.64,0.0,moderado
Etapa 24,12.97,1617.0,665.0,2102.0,1150.0,72.58,7.76,0.1,0.06,0.04,159.83,10.14,0.0,difícil
Etapa 25,14.11,1368.0,2089.0,2110.0,1054.0,82.21,8.88,0.15,0.11,0.08,97.99,12.25,0.0,alpinismo ligero
Etapa 26,8.2,1032.0,1092.0,1518.0,1315.0,85.83,6.55,0.1,0.08,0.07,108.69,8.87,0.0,difícil
Etapa 27,15.19,1440.0,2073.0,1372.0,735.0,79.29,8.44,0.12,0.09,0.07,137.76,11.58,0.0,difícil
Etapa 28,21.47,2625.0,2581.0,1472.0,735.0,86.18,7.32,0.11,0.09,0.08,89.09,10.11,0.0,alpinismo ligero
Etapa 29,6.95,783.0,613.0,1136.0,763.0,83.3,6.77,0.09,0.08,0.06,163.58,9.11,0.0,difícil
Everest Base Camp Trek,54.03,9387.0,6857.0,5314.0,2519.0,86.87,9.34,0.13,0.11,0.1,18.72,12.97,0.0,alpinismo ligero
Fageda de Carlac,14.97,1475.0,1464.0,1269.0,911.0,85.09,9.95,0.14,0.11,0.09,165.66,13.5,0.0,alta montaña
Fauna de Montiberri,4.65,652.0,460.0,1161.0,831.0,85.37,5.58,0.08,0.07,0.07,121.58,7.7,0.0,difícil
GaB_TMB_S01,14.31,2221.0,2255.0,2492.0,1818.0,87.31,7.89,0.12,0.11,0.1,14.97,11.0,0.0,alpinismo ligero
Ginaste - ViÃ±als - Estet - Bono,6.26,509.0,429.0,1182.0,1000.0,63.67,7.1,0.09,0.06,0.05,10.96,9.16,0.0,moderado
GR 10A,10.56,1184.0,1659.0,2420.0,1638.0,87.6,7.2,0.11,0.09,0.08,97.18,10.03,0.0,alpinismo ligero
GR 7 - Andorra,47.6,4912.0,6786.0,2841.0,853.0,86.04,7.94,0.12,0.1,0.09,229.15,10.93,0.0,alpinismo ligero
Gran Balconata del Cervino - Stage 3,9.96,945.0,1118.0,2457.0,1850.0,78.95,8.05,0.12,0.09,0.07,17.4,11.0,0.0,difícil
Gran Balconata del Cervino - Stage 4,12.92,1020.0,920.0,2352.0,1975.0,78.87,6.34,0.1,0.07,0.06,161.76,8.81,0.0,difícil
Grand Balcon Sud,0.21,17.0,36.0,1912.0,1876.0,40.11,6.45,0.15,0.08,0.0,294.33,8.92,0.0,sendero fácil
Grand circuit dans la RÃ©serve Naturelle du Mont Valier,23.12,3058.0,3885.0,2459.0,937.0,88.85,7.25,0.11,0.1,0.09,242.66,10.01,0.0,alpinismo ligero
Grand circuit des lacs via le refuge du Maupas,23.37,4217.0,2898.0,2456.0,1131.0,87.33,8.65,0.13,0.11,0.1,149.75,12.03,0.0,alpinismo ligero
Grand tour Sourroque,5.54,506.0,442.0,975.0,783.0,77.64,7.85,0.1,0.06,0.05,267.21,10.71,0.0,difícil
Grande boucle autour de l'Hospice de France,16.39,2465.0,2428.0,2514.0,1381.0,88.27,6.13,0.09,0.08,0.08,164.98,8.51,0.0,alpinismo ligero
GRP Ax-Orgeix,1.18,28.0,25.0,834.0,817.0,15.53,2.64,0.0,0.0,0.0,104.93,3.32,0.0,sendero fácil
GRP La volta a Andorra,111.02,14563.0,14608.0,2841.0,886.0,86.61,7.51,0.11,0.09,0.08,194.81,10.35,0.0,alpinismo ligero
GRP Tour de La BarguillÃ¨re,62.54,4310.0,3588.0,1690.0,442.0,83.19,6.86,0.08,0.04,0.03,120.8,8.98,0.0,alta montaña
Guardiola de BerguedÃ  - Collada Grossa,8.76,1449.0,687.0,1602.0,730.0,87.31,5.9,0.1,0.06,0.05,19.55,8.19,0.0,difícil
GuÃ­a de Isora - TÃ¡gara - Boca Tauce,16.05,981.0,2483.0,2101.0,595.0,80.26,8.44,0.13,0.1,0.08,247.67,11.55,0.0,alta montaña
GÃ©nat-Lapege,4.67,423.0,703.0,1225.0,883.0,77.56,9.24,0.14,0.11,0.11,33.2,12.92,0.0,difícil
Hayedo de Las Ilces. Alternativa por Pido,2.23,254.0,316.0,910.0,807.0,67.42,13.38,0.17,0.09,0.09,131.84,17.53,0.0,difícil
Hayedo de Las Ilces,9.78,1340.0,1279.0,1141.0,805.0,82.07,9.99,0.17,0.14,0.1,167.6,13.55,0.0,alta montaña
Hobbit Trail,2.2,231.0,230.0,2378.0,2163.0,78.73,8.48,0.09,0.07,0.07,344.15,11.67,0.0,difícil
Horcados Rojos,8.17,482.0,271.0,2205.0,1851.0,85.67,5.91,0.1,0.08,0.07,324.33,8.03,0.0,difícil
Hostalet - Puimolar - Hostalet,14.53,1435.0,1545.0,1326.0,914.0,80.65,10.24,0.15,0.1,0.08,148.56,13.96,0.0,alpinismo ligero
Hoya de la Mora - Lagunillos de la Virgen,6.49,694.0,316.0,2946.0,2505.0,76.09,6.84,0.09,0.06,0.05,179.94,9.19,0.0,difícil
Hoya de la Mora - Posiciones del Veleta,5.45,684.0,144.0,3091.0,2505.0,68.99,7.05,0.07,0.06,0.04,147.3,8.92,0.0,difícil
Hoya del Portillo - Refugio del Poqueira,8.31,739.0,398.0,2596.0,2161.0,76.3,8.49,0.1,0.07,0.04,351.05,11.19,0.0,difícil
HRP Variante 23.1,9.98,724.0,878.0,2354.0,1894.0,74.2,8.84,0.12,0.09,0.06,277.94,11.88,0.0,difícil
HRP Variante 24.1,13.2,1282.0,443.0,2101.0,1241.0,83.53,4.92,0.07,0.05,0.04,178.9,6.83,0.0,difícil
HRP Variante 25.1,16.39,2185.0,1025.0,2640.0,1261.0,84.51,6.39,0.08,0.06,0.05,82.41,8.61,0.0,alta montaña
HRP Variante 27.1,17.21,2216.0,2356.0,1624.0,1136.0,84.57,8.22,0.13,0.1,0.09,92.77,11.52,0.0,alpinismo ligero
HRP Variante 28.1,3.42,783.0,148.0,2092.0,1440.0,75.91,8.56,0.15,0.12,0.11,355.37,12.1,0.0,alta montaña
HRP Variante 28.2,19.66,2802.0,2443.0,2480.0,1469.0,85.53,8.98,0.13,0.1,0.08,135.04,12.07,0.0,alpinismo ligero
HRP Variante 29.1,18.67,2375.0,2610.0,2557.0,1609.0,88.23,4.99,0.06,0.05,0.05,81.32,6.91,0.0,alta montaña
HRP Variante 29.2,13.33,1685.0,794.0,1993.0,1102.0,83.7,6.9,0.1,0.08,0.06,179.36,9.45,0.0,difícil
HRP Variante 29.3,4.48,1143.0,423.0,2736.0,1683.0,88.65,7.51,0.11,0.1,0.1,65.48,10.37,0.0,alpinismo ligero
HRP Variante 29.4,3.31,808.0,450.0,2828.0,2089.0,85.47,10.55,0.17,0.09,0.07,86.99,12.47,0.0,alta montaña
HRP Variante 30-31.1,26.8,3084.0,3616.0,2886.0,1820.0,86.5,8.17,0.12,0.09,0.07,114.21,11.02,0.0,alpinismo ligero
HRP Variante 30.1,1.25,99.0,330.0,2676.0,2418.0,81.91,6.94,0.1,0.09,0.09,154.37,9.74,0.0,alta montaña
HRP Variante 31.1,10.81,1004.0,1133.0,2255.0,1677.0,84.3,7.44,0.11,0.08,0.08,225.78,10.25,0.0,alpinismo ligero
HRP Variante 32.1,26.12,2469.0,2950.0,2551.0,1434.0,82.11,7.2,0.11,0.09,0.08,174.04,9.99,0.0,alpinismo ligero
HRP Variante 33.1,6.22,364.0,336.0,2289.0,2215.0,81.94,7.97,0.1,0.06,0.04,201.58,10.92,0.0,alta montaña
HRP Variante 33.2,23.32,2591.0,2004.0,2513.0,1433.0,85.85,7.05,0.1,0.07,0.06,102.25,9.65,0.0,alta montaña
HRP Variante 34.1,4.37,475.0,312.0,1782.0,1618.0,70.19,7.01,0.11,0.06,0.04,170.03,9.5,0.0,difícil
HRP Variante 35.1,13.33,2050.0,1049.0,2810.0,1750.0,85.69,7.74,0.12,0.09,0.08,143.45,10.75,0.0,alpinismo ligero
HRP Variante 35.2,20.74,3529.0,2839.0,2732.0,1970.0,86.57,8.15,0.12,0.1,0.1,74.36,11.22,0.0,alpinismo ligero
HRP Ã‰tape 20,11.35,2308.0,1422.0,2880.0,1684.0,86.91,8.34,0.12,0.11,0.1,104.49,11.44,0.0,alpinismo ligero
HRP Ã‰tape 23,30.8,2132.0,2739.0,2516.0,1617.0,84.79,7.46,0.11,0.09,0.08,86.32,10.33,0.0,alpinismo ligero
HRP Ã‰tape 24,17.19,2066.0,1991.0,2589.0,1791.0,82.56,8.22,0.13,0.09,0.08,78.38,11.13,0.0,alpinismo ligero
HRP Ã‰tape 25,16.25,1474.0,2258.0,2428.0,1287.0,86.11,6.77,0.09,0.07,0.07,85.7,9.01,0.0,alta montaña
HRP Ã‰tape 26,12.59,2312.0,1323.0,2601.0,1282.0,87.31,6.44,0.1,0.08,0.07,100.7,8.92,0.0,alta montaña
HRP Ã‰tape 27,14.06,1843.0,1879.0,2609.0,1605.0,84.5,8.1,0.12,0.1,0.09,76.97,11.07,0.0,alpinismo ligero
HRP Ã‰tape 28,17.49,1703.0,2721.0,2481.0,1055.0,85.16,7.71,0.12,0.1,0.08,93.79,10.5,0.0,alpinismo ligero
HRP Ã‰tape 29,9.85,2487.0,1151.0,2637.0,1102.0,83.23,13.99,0.2,0.16,0.15,142.12,19.23,0.0,alpinismo técnico
HRP Ã‰tape 30,10.16,917.0,1746.0,2574.0,1609.0,86.5,7.91,0.11,0.09,0.08,156.04,10.71,0.0,alpinismo ligero
HRP Ã‰tape 31,19.12,2681.0,2384.0,2709.0,1604.0,83.71,8.1,0.12,0.1,0.08,103.47,11.16,0.0,alpinismo ligero
HRP Ã‰tape 32,20.75,2042.0,1972.0,2610.0,1836.0,87.4,6.59,0.1,0.07,0.06,126.47,9.05,0.0,alta montaña
HRP Ã‰tape 33,20.64,2338.0,2248.0,2884.0,1915.0,87.87,6.62,0.1,0.07,0.06,89.81,9.24,0.0,alta montaña
HRP Ã‰tape 34,18.17,780.0,1208.0,2050.0,1573.0,78.66,5.21,0.05,0.03,0.02,154.85,7.12,0.0,difícil
HRP Ã‰tape 35,20.41,2451.0,1784.0,2839.0,1573.0,87.17,6.58,0.1,0.08,0.07,111.64,9.06,0.0,alta montaña
HRP Ã‰tape 36,22.45,2170.0,2700.0,2440.0,1710.0,82.41,7.88,0.12,0.08,0.07,54.52,10.95,0.0,alta montaña
HÃ¶rnligrat,1.6,392.0,14.0,3764.0,3255.0,86.16,2.1,0.03,0.03,0.02,245.39,3.3,0.0,alta montaña
HÃ¶rnliweg,5.52,864.0,1227.0,3264.0,2392.0,88.2,6.8,0.09,0.08,0.07,319.85,9.47,0.0,alta montaña
Inguanzo - Poo,6.69,511.0,656.0,524.0,154.0,79.91,6.52,0.1,0.07,0.06,79.61,9.05,0.0,difícil
Integral de Sierra Nevada,63.18,5743.0,5495.0,3460.0,2887.0,87.34,8.07,0.12,0.1,0.08,298.46,11.03,0.0,alpinismo ligero
Itinerari adaptat Sant Joan de l'Erm,0.37,9.0,6.0,1735.0,1728.0,26.74,2.2,0.0,0.0,0.0,344.26,2.93,0.0,sendero fácil
itinerari de natura dels Gorgs del Torrent de la Cabana,8.17,695.0,695.0,1019.0,765.0,77.03,6.14,0.09,0.06,0.05,25.14,8.48,0.0,difícil
Itinerari Forestal de Fontmartina,4.78,465.0,465.0,1041.0,785.0,71.09,7.37,0.11,0.07,0.04,43.67,9.77,0.0,difícil
Itinerario 17 Breuil/Cervinia-Bec Pio Merlo,5.33,875.0,317.0,2571.0,1975.0,84.74,9.38,0.16,0.14,0.11,101.98,13.15,0.0,alpinismo ligero
Jou de los Cabrones,10.0,831.0,149.0,1953.0,537.0,85.08,1.85,0.03,0.02,0.02,205.17,2.51,0.0,difícil
La Atalaya,6.93,756.0,872.0,1456.0,988.0,78.74,8.87,0.13,0.08,0.07,178.93,12.21,0.0,difícil
La Balade du Planel,3.07,126.0,79.0,1058.0,989.0,23.36,3.39,0.0,0.0,0.0,81.33,4.0,0.0,sendero fácil
La Boucle de Brassac,6.22,299.0,299.0,701.0,532.0,73.08,4.42,0.05,0.03,0.02,57.0,6.02,0.0,moderado
La Bruyante,8.27,575.0,575.0,1482.0,1122.0,55.92,7.32,0.08,0.04,0.02,35.72,9.45,0.0,moderado
La Cebadilla,11.66,1330.0,1384.0,1605.0,1305.0,86.31,8.6,0.15,0.12,0.11,179.27,12.01,0.0,alta montaña
La chapelle de Mailholas par la vallÃ©e du Camedon,7.24,384.0,367.0,307.0,212.0,69.36,5.59,0.07,0.03,0.02,106.18,7.42,0.0,moderado
La Chapelle de Saint-Nicolas - principal,3.57,521.0,304.0,1020.0,742.0,81.94,8.29,0.11,0.08,0.07,284.91,11.61,0.0,difícil
La Chapelle de Saint-Nicolas - variante,0.88,85.0,55.0,967.0,928.0,45.85,9.0,0.14,0.09,0.05,147.83,12.39,0.0,moderado
La Dent d'Orlu,2.26,489.0,25.0,2006.0,1526.0,74.87,7.47,0.12,0.06,0.04,164.21,9.5,0.0,difícil
La Farfada,3.43,396.0,394.0,931.0,804.0,72.99,10.35,0.15,0.12,0.09,332.77,14.06,0.0,alta montaña
La ForestiÃ¨re,7.87,1055.0,1077.0,1816.0,1471.0,82.45,8.13,0.13,0.1,0.09,168.51,11.28,0.0,alta montaña
La Molinasa al Port de l'Artiga,21.16,3113.0,2432.0,2481.0,1440.0,83.3,8.55,0.14,0.11,0.09,354.03,11.63,0.0,alpinismo ligero
La Molinasa al Port de Sotllo,7.55,1637.0,590.0,2853.0,1803.0,85.2,8.12,0.12,0.1,0.09,8.04,11.36,0.0,alpinismo ligero
La Olla de Sant JuliÃ  de Cerdanyola,15.72,1843.0,1843.0,1678.0,962.0,83.77,7.63,0.11,0.09,0.07,348.37,10.5,0.0,alta montaña
La Pastorale en BarguillÃ¨re,9.38,961.0,961.0,1662.0,1275.0,78.62,8.75,0.14,0.09,0.08,180.57,11.94,0.0,difícil
La Pobla de Lillet - Pla de la Clusa,10.81,1474.0,687.0,1706.0,849.0,84.78,7.22,0.11,0.08,0.06,222.27,9.86,0.0,difícil
La Pobla de Lillet - Prat Gespador,7.63,1393.0,768.0,1538.0,903.0,83.53,10.46,0.17,0.12,0.09,197.46,14.64,0.0,alpinismo ligero
La Porteille d'Orgeix,7.35,926.0,978.0,1019.0,670.0,77.75,8.82,0.13,0.1,0.08,322.91,11.86,0.0,difícil
La RandonnÃ©e de la Grasale,12.42,1200.0,1081.0,1049.0,537.0,78.03,8.47,0.11,0.06,0.05,269.66,11.12,0.0,difícil
La Seu-Anserall,4.03,320.0,278.0,796.0,690.0,68.64,8.25,0.11,0.05,0.02,5.4,10.46,0.0,moderado
La traversÃ©e des PyrÃ©nÃ©es - sec.2,101.87,11325.0,12094.0,2513.0,923.0,86.22,7.98,0.12,0.09,0.08,279.82,11.0,0.0,alpinismo ligero
La traversÃ©e des PyrÃ©nÃ©es - sec.3,109.88,14264.0,14398.0,2410.0,737.0,86.6,8.51,0.13,0.09,0.08,297.45,11.44,0.0,alpinismo ligero
La traversÃ©e des PyrÃ©nÃ©es - sec.4,143.7,16996.0,16727.0,2236.0,541.0,88.85,7.92,0.12,0.1,0.09,275.37,10.99,0.0,alpinismo ligero
La traversÃ©e des PyrÃ©nÃ©es - sec.5,105.07,14097.0,14206.0,2291.0,537.0,88.81,8.38,0.12,0.1,0.08,281.54,11.44,0.0,alpinismo ligero
La Voie Romaine,9.78,61.0,61.0,251.0,236.0,56.51,1.08,0.01,0.01,0.01,158.46,1.44,0.0,sendero fácil
La Volta a peu al RipollÃ©s,156.99,14276.0,14269.0,2532.0,688.0,87.39,7.45,0.11,0.08,0.07,223.6,10.18,0.0,alpinismo ligero
Lac Cornu,5.13,1344.0,519.0,2402.0,1108.0,87.08,6.67,0.1,0.08,0.07,339.34,8.95,0.0,alta montaña
Lac d'OÃ´ et refuge d'Espingo,6.06,1643.0,817.0,1967.0,1135.0,87.84,8.42,0.13,0.11,0.1,176.72,11.54,0.0,alta montaña
"Lac Vert, Boucle par l'Est",9.21,1906.0,1364.0,2056.0,1138.0,87.33,8.24,0.13,0.11,0.09,203.17,11.55,0.0,alpinismo ligero
Lacs Noirs,13.23,2155.0,2017.0,2526.0,1818.0,85.65,9.02,0.14,0.12,0.11,150.17,12.53,0.0,alpinismo ligero
Lagos de Covadonga,6.71,581.0,581.0,1181.0,938.0,84.99,4.7,0.07,0.05,0.05,311.64,6.55,0.0,difícil
Lagunillos de la Virgen - Elorrieta,2.06,475.0,256.0,3159.0,2920.0,76.22,9.89,0.15,0.12,0.11,227.91,13.76,0.0,alta montaña
LapÃ¨ge et Pladetis,10.07,1072.0,1103.0,1235.0,545.0,76.7,7.7,0.12,0.09,0.07,79.04,10.49,0.0,difícil
l'Arreposador,11.24,1114.0,1108.0,949.0,511.0,87.19,4.61,0.06,0.05,0.05,57.01,6.45,0.0,difícil
Las Fuentes - Boca de Tauce,6.54,1464.0,425.0,2005.0,966.0,81.22,10.4,0.16,0.12,0.11,60.49,14.37,0.0,alpinismo ligero
Le bois de Marsoulies,14.18,369.0,364.0,377.0,246.0,54.33,3.42,0.01,0.01,0.01,18.52,4.56,0.0,sendero fácil
Le chemin de Cabanac autour de Carla Bayle,9.89,394.0,394.0,399.0,288.0,76.45,4.19,0.05,0.03,0.02,178.75,5.82,0.0,moderado
Le chemin de la Coque et du Vila au dÃ©part du centre Ã©questre,4.1,154.0,147.0,289.0,232.0,39.85,3.94,0.02,0.0,0.0,107.6,5.25,0.0,sendero fácil
